Institution,Longitude,Latitude
Sunstate Academy,-82.73269300000001,27.967041
Fortis College-Smyrna,-84.543009,33.900255
Remington College-Honolulu Campus,-157.86002299999998,21.309273
Vatterott College-Des Moines,-93.646017,41.519855
Ross College-Quad Cities,-90.519772,41.543198
Pivot Point Academy,-88.076665,41.955935
Blalock's Professional Beauty College,-93.78425,32.426006
Diesel Driving Academy-Baton Rouge,-91.103287,30.465289000000002
New England Hair Academy,-71.06728199999999,42.427969
Rob Roy Academy-Worcester,-71.807728,42.263673
Upper Cape Cod Regional Technical School,-70.578837,41.745328
All-State Career-Baltimore,-76.544942,39.264664
Adler Graduate School,-93.252364,44.862944
Academy of Hair Design-Jackson,-90.21051700000001,32.282646
KC's School of Hair Design,-89.01870500000001,34.255441999999995
Lincoln Technical Institute-Moorestown,-74.95563100000001,39.94847
Monmouth County Vocational School District,-74.24914799999999,40.26109
Brightwood College-Las Vegas,-115.18858700000001,36.143306
Beauty School of Middletown,-74.428046,41.424621
Bryant & Stratton College-Southtowns,-78.77036600000001,42.790182
Continental School of Beauty Culture-Olean,-78.428158,42.084487
National Tractor Trailer School Inc-Buffalo,-78.85639300000001,42.864978
Yeshiva Gedolah Imrei Yosef D'spinka,-73.992328,40.628468
Cleveland Institute of Dental-Medical Assistants-Mentor,-81.341626,41.714721000000004
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,-81.478835,41.519655
Knox County Career Center,-82.475117,40.375889
Madison Adult Career Center,-82.460912,40.774328000000004
Remington College-Cleveland Campus,-81.579347,41.422951
Brown Mackie College-Findlay,-83.619502,41.058515
Toledo Academy of Beauty Culture-East,-83.469064,41.638647
U S Grant Joint Vocational School,-84.094071,38.969393
Chisholm Trail Technology Center,-98.20184,35.842209999999994
Gordon Cooper Technology Center,-96.908013,35.380321
Kiamichi Technology Center-Atoka,-96.15319699999999,34.395445
Kiamichi Technology Center-Durant,-96.406143,33.945957
Kiamichi Technology Center-Hugo,-95.494474,34.00832
Kiamichi Technology Center-McAlester,-95.745999,34.924172999999996
Kiamichi Technology Center-Idabel,-94.77499300000001,33.921859999999995
Kiamichi Technology Center-Poteau,-94.63541500000001,35.038045000000004
Kiamichi Technology Center-Spiro,-94.62918499999999,35.238046999999995
Kiamichi Technology Centers-Talihina Campus,-95.084414,34.757798
Le Cordon Bleu College of Culinary Arts-Portland,-122.68153600000001,45.520289
YTI Career Institute-Altoona,-78.395445,40.48539
Eastern Center for Arts and Technology,-75.108649,40.158437
Empire Beauty School-Center City Philadelphia,-75.166566,39.950921
CEM College-Humacao,-65.821107,18.148771
Colegio Mayor de Tecnologia Inc,-66.063039,17.963341
Institucion Chaviano de Mayaguez,-67.137002,18.200763000000002
EDIC College,-66.025311,18.242588
Liceo de Arte-Dise-O y Comercio,-66.03405699999999,18.233122
Universal Technology College of Puerto Rico,-67.15562800000001,18.42812
Academy of Hair Technology,-82.327426,34.874681
Mr Wayne's School of Unisex Hair Design,-85.512381,36.158772
Queen City College,-87.40870600000001,36.573521
College of the Marshall Islands,171.378129,7.102688000000001
ITT Technical Institute-San Antonio,-98.59343199999999,29.553413
Remington College-Fort Worth Campus,-97.213562,32.775981
UCAS University of Cosmetology Arts & Sciences,-98.484836,29.354353999999997
School of Automotive Machinists & Technology,-95.476017,29.805165999999996
SW School of Business and Technical Careers-Cosmetology,-98.498985,29.457067
SW School of Business and Technical Careers,-100.50600899999999,28.707864
Texas College of Cosmetology-Abilene,-99.747159,32.448890999999996
Vista College-Online,-96.768201,32.95518
Centura College-Newport News,-76.517328,37.140484
Centura College-Norfolk,-76.232569,36.908434
Virginia Beach City Public Schools School of Practical Nursing,-76.074108,36.743065
Northwest College of Art & Design,-122.604201,47.710943
University of Washington-Bothell Campus,-122.19129299999999,47.759772999999996
University of Washington-Tacoma Campus,-122.43854099999999,47.244594
Valley College-Beckley,-81.187539,37.789287
Valley College-Martinsburg,-77.959272,39.486897
Valley College-Princeton,-81.09156999999999,37.369582
Bellus Academy-Poway,-117.04253100000001,32.957184000000005
Capstone College,-118.149478,34.165741
Central Coast College,-121.655643,36.669595
ITT Technical Institute-Torrance,-118.323701,33.85967
Pacific College of Oriental Medicine-San Diego,-117.16073,32.778391
Artistic Nails and Beauty Academy-Tampa,-82.403486,27.951358000000003
National Aviation Academy of Tampa Bay,-82.721372,27.894840000000002
Madison Oneida BOCES-Practical Nursing Program,-75.461279,43.212894
Astrodome Career Centers,-95.421747,29.679465000000004
Center for Advanced Legal Studies,-95.55883100000001,29.753020000000003
Houston Training School-Main Campus,-95.24417,29.772909999999996
Bay Mills Community College,-84.607089,46.454584000000004
Fond du Lac Tribal and Community College,-92.451326,46.690069
Northwest Indian College,-122.61465600000001,48.794131
Provo College,-111.68431000000001,40.245294
Paul Mitchell the School-Provo,-111.64216100000002,40.24048
University of Phoenix-Utah,-111.904474,40.653835
Utah College of Massage Therapy-Salt Lake City,-111.882079,40.768488
CET-Coachella,-116.185875,33.692248
CET-Oxnard,-119.18145,34.194208
CET-Santa Maria,-120.441978,34.943576
Colorado School of Traditional Chinese Medicine,-104.960118,39.739437
Massage Therapy Institute of Colorado,-104.960118,39.739437
Michigan College of Beauty-Troy,-83.12734,42.570337
Ogle School Hair Skin Nails-Dallas,-96.754701,32.836838
Phoenix Seminary,-111.910665,33.581645
Faust Institute of Cosmetology-Spirit Lake,-95.113596,43.421409999999995
Seattle Vocational Institute,-122.30378700000001,47.599709999999995
Cheeks International Academy of Beauty Culture-Fort Collins,-105.07833400000001,40.445169
Colorado School of Healing Arts,-105.082406,39.697033000000005
Healing Arts Institute,-105.042377,40.531914
ITT Technical Institute-San Bernardino,-117.270676,34.070068
Los Angeles ORT College-Van Nuys Campus,-118.449629,34.184896
University of Phoenix-Puerto Rico,-66.106413,18.406323999999998
Mt. Diablo Adult Education-Mt. Diablo USD,-122.02680500000001,37.968852000000005
Royale College of Beauty and Barbering,-117.16454099999999,33.515476
Greater Lowell Technical School,-71.38618000000001,42.653917
Academy of Hair Design-Pearl,-90.11512900000001,32.281983000000004
King's College,-80.822283,35.213399
Miller-Motte Technical College-Clarksville,-87.32533000000001,36.556237
Genesis Career College-Lebanon,-86.337952,36.21618
Brightwood College-Dallas,-96.892044,32.912092
Star College of Cosmetology 2,-95.295745,32.347649
Southwest Collegiate Institute for the Deaf,-101.503419,32.227753
Fortis College-Richmond,-77.488437,37.58153
Midwest College of Oriental Medicine-Racine,-87.856679,42.678051
Hacienda La Puente Adult Education,-117.97955900000001,34.044112
La Belle Beauty Academy,-80.31582,25.769614
Advanced Technical Centers,-80.2871,25.806645
Hawaii Community College,-155.06965300000002,19.704756
Robert Fiance Beauty Schools-North Plainfield,-74.427019,40.622543
Long Island Beauty School-Hauppauge,-73.200285,40.828573
Buckeye Joint Vocational School,-81.401957,40.470531
Sandusky Career Center,-82.71206,41.43483
Greater Altoona Career & Technology Center,-78.398094,40.508337
Central Texas Beauty College-Temple,-97.379234,31.084871000000003
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,-79.387599,42.110198
Empire Beauty School-Brooklyn,-73.989884,40.599278999999996
Houston Training School-Gulfgate,-95.30400300000001,29.706531
Antonelli College-Hattiesburg,-89.33569200000001,31.349549
Eastern New Mexico University-Ruidoso Campus,-105.677273,33.346376
United Education Institute-Ontario,-117.54773300000001,34.0694
United Education Institute-Encino,-118.50213000000001,34.170204999999996
Beacon College,-81.87415,28.811281
Acupuncture and Integrative Medicine College-Berkeley,-122.26763600000001,37.862753999999995
Estrella Mountain Community College,-112.343158,33.480722
Heartland Community College,-89.014776,40.53301
University of the Potomac-Washington DC Campus,-77.032531,38.90054
Rabbi Jacob Joseph School,-74.397954,40.501001
The Salon Professional Academy-Melbourne,-80.651439,28.081445000000002
Fortis Institute-Scranton,-75.65168299999999,41.417103999999995
Milan Institute of Cosmetology-Amarillo,-101.80878,35.185026
Everglades University,-80.108331,26.391218
Seminar L'moros Bais Yaakov,-73.985376,40.634863
Herzing University-Winter Park,-81.312669,28.615784
Fairview Beauty Academy,-81.870592,41.439325
Florida College of Natural Health-Pompano Beach,-80.150541,26.275351
National College-Nashville,-86.700627,36.044669
College of Biblical Studies-Houston,-95.506566,29.716681
Inner State Beauty School,-81.494178,41.519527000000004
Virginia College-Pensacola,-87.259089,30.534252000000002
Mid-EastCTC-Adult Education,-81.976056,39.937191999999996
Everest University-South Orlando,-81.42694200000001,28.434702
Polaris Career Center,-81.832474,41.3644
P&A Scholars Beauty School,-83.157878,42.376090999999995
ASM Beauty World Academy,-80.232314,26.047181
Sharps Academy of Hair Styling,-83.624526,42.912036
The College of Health Care Professions-Northwest,-95.454298,29.799602
"School of Professional Horticulture, New York Botanical Garden",-73.878164,40.866741999999995
Fortis College-Houston,-95.64832,29.732861
Watkins College of Art Design & Film,-86.805888,36.194659
Chicago ORT Technical Institute,-87.763599,42.016805
Alhambra Beauty College,-118.12904099999999,34.093916
UEI College-Gardena,-118.28723400000001,33.893015999999996
Asian-American International Beauty College,-117.991643,33.759524
Colton-Redlands-Yucaipa Regional Occupational Program,-117.204959,34.068290000000005
Copper Mountain Community College,-116.213939,34.140464
Diversified Vocational College,-118.272364,34.055938
UEI College-Fresno,-119.789002,36.782858000000004
Mt Sierra College,-117.987321,34.142703999999995
Santiago Canyon College,-117.76676200000001,33.795449
Southern California Institute of Technology,-117.95066100000001,33.8381
Soka University of America,-117.735344,33.554546
Summit College,-117.304456,34.056313
Advance Beauty College,-117.952584,33.759869
World Mission University,-118.289484,34.064918
Yo San University of Traditional Chinese Medicine,-118.442756,33.993287
Cannella School of Hair Design-Blue Island,-87.679865,41.657848
John Amico School of Hair Design,-87.736464,41.613957
Delta College Inc,-90.08669499999999,30.467468
Southwest University of Visual Arts-Albuquerque,-106.589352,35.088817999999996
Tri-State Cosmetology Institute,-106.3372,31.749969
Frontier Community College,-88.39219399999999,38.380271
Lincoln Trail College,-87.689001,39.01958
Wabash Valley College,-87.778448,38.42889
American Institute of Interior Design,-111.71508100000001,33.604859999999995
Brookline College-Tempe,-111.96136499999999,33.4163
Inter American University of Puerto Rico-School of Optometry,-66.180514,18.353624
Schiller International University,-82.757492,27.893935
Vatterott College-Springfield,-93.294436,37.1441
Vatterott College-Joplin,-94.501921,37.082044
Vatterott College-Kansas City,-94.496271,39.16649
Coconino Community College,-111.64563100000001,35.171328
University System of Maryland-Research Centers,-76.954273,39.004723
Emma's Beauty Academy-Juana Diaz,-66.504191,18.041587
Franklin Academy,-84.881446,35.191417
Columbia Central University-Yauco,-66.849099,18.034518
Pima Medical Institute-Denver,-105.00251999999999,39.831679
ASA College,-73.986027,40.692405
Ohio State School of Cosmetology-Heath,-82.440975,40.03011
Nationwide Beauty Academy,-83.146078,39.985121
Yeshivas Novominsk,-73.990095,40.623293
Southern Careers Institute-Corpus Christi,-97.36314499999999,27.68504
Kiamichi Technology Center-Stigler,-95.107964,35.248028000000005
Rabbinical College of Ohr Shimon Yisroel,-73.956772,40.704389
Carroll Community College,-76.991113,39.531805
University of Phoenix-New Mexico,-106.58035100000001,35.197176
Galen College of Nursing-Tampa Bay,-82.650896,27.874643
Galen College of Nursing-San Antonio,-98.58566,29.507690000000004
Sarasota School of Massage Therapy,-82.485901,27.389606
Daymar College-Louisville,-85.684344,38.156239
Schuyler Steuben Chemung Tioga Allegany BOCES,-76.839771,42.150743
DCI Career Institute,-80.31466400000001,40.675819
Central Susquehanna Intermediate Unit LPN Career,-76.898531,40.96285
Myotherapy College of Utah,-111.90056499999999,40.721945
Graham Webb International Academy of Hair,-77.069339,38.895140000000005
City College-Gainesville,-82.417302,29.654852
Arizona State University-West,-112.160021,33.60726
Connecticut Center for Massage Therapy-Westport,-73.367835,41.133507
ITT Technical Institute-Jacksonville,-81.581776,30.249083000000002
G Skin & Beauty Institute,-87.94968399999999,41.851403000000005
Cosmetology Training Center,-92.073116,30.180961
Stage One-The Hair School,-93.22160600000001,30.195982
Empire Beauty School-Malden,-71.076619,42.427368
ITT Technical Institute-Omaha,-96.07480100000001,41.270063
Omaha School of Massage and Healthcare of Herzing University,-96.065044,41.203481
